id,dc_code,start_day,end_day,hl_day,discriminator_type
420,1,2018-12-22,2018-12-28,2018-12-19,hlexpectedday
421,1,2018-12-29,2019-01-04,2018-12-26,hlexpectedday
422,1,2019-01-05,2019-01-11,2019-01-02,hlexpectedday
423,1,2019-01-12,2019-01-18,2019-01-09,hlexpectedday
424,1,2019-01-19,2019-01-25,2019-01-16,hlexpectedday
425,1,2019-01-26,2019-02-01,2019-01-23,hlexpectedday
426,1,2019-02-02,2019-02-08,2019-01-30,hlexpectedday
427,1,2019-02-09,2019-02-15,2019-02-06,hlexpectedday
428,1,2019-02-16,2019-02-22,2019-02-13,hlexpectedday
429,1,2019-02-23,2019-03-01,2019-02-20,hlexpectedday
430,1,2019-03-02,2019-03-08,2019-02-27,hlexpectedday
431,1,2019-03-09,2019-03-15,2019-03-06,hlexpectedday
432,1,2019-03-16,2019-03-22,2019-03-13,hlexpectedday
433,1,2019-03-23,2019-03-29,2019-03-20,hlexpectedday
434,1,2019-03-30,2019-04-05,2019-03-27,hlexpectedday
435,1,2019-04-06,2019-04-12,2019-04-03,hlexpectedday
436,1,2019-04-13,2019-04-19,2019-04-10,hlexpectedday
437,1,2019-04-20,2019-04-26,2019-04-17,hlexpectedday
438,1,2019-04-27,2019-05-03,2019-04-24,hlexpectedday
439,1,2019-05-04,2019-05-10,2019-05-01,hlexpectedday
440,1,2019-05-11,2019-05-17,2019-05-08,hlexpectedday
441,1,2019-05-18,2019-05-24,2019-05-15,hlexpectedday
442,1,2019-05-25,2019-05-31,2019-05-22,hlexpectedday
443,1,2019-06-01,2019-06-07,2019-05-29,hlexpectedday
444,1,2019-06-08,2019-06-14,2019-06-05,hlexpectedday
445,1,2019-06-15,2019-06-21,2019-06-12,hlexpectedday
446,1,2019-06-22,2019-06-28,2019-06-19,hlexpectedday
447,1,2019-06-29,2019-07-05,2019-06-26,hlexpectedday
448,1,2019-07-06,2019-07-12,2019-07-03,hlexpectedday
449,1,2019-07-13,2019-07-19,2019-07-10,hlexpectedday
450,1,2019-07-20,2019-07-26,2019-07-17,hlexpectedday
451,1,2019-07-27,2019-08-02,2019-07-24,hlexpectedday
452,1,2019-08-03,2019-08-09,2019-07-31,hlexpectedday
453,1,2019-08-10,2019-08-16,2019-08-07,hlexpectedday
454,1,2019-08-17,2019-08-23,2019-08-14,hlexpectedday
455,1,2019-08-24,2019-08-30,2019-08-21,hlexpectedday
456,1,2019-08-31,2019-09-06,2019-08-28,hlexpectedday
457,1,2019-09-07,2019-09-13,2019-09-04,hlexpectedday
458,1,2019-09-14,2019-09-20,2019-09-11,hlexpectedday
459,1,2019-09-21,2019-09-27,2019-09-18,hlexpectedday
460,1,2019-09-28,2019-10-04,2019-09-25,hlexpectedday
461,1,2019-10-05,2019-10-11,2019-10-02,hlexpectedday
462,1,2019-10-12,2019-10-18,2019-10-09,hlexpectedday
463,1,2019-10-19,2019-10-25,2019-10-16,hlexpectedday
464,1,2019-10-26,2019-11-01,2019-10-23,hlexpectedday
465,1,2019-11-02,2019-11-08,2019-10-30,hlexpectedday
466,1,2019-11-09,2019-11-15,2019-11-06,hlexpectedday
467,1,2019-11-16,2019-11-22,2019-11-13,hlexpectedday
468,1,2019-11-23,2019-11-29,2019-11-20,hlexpectedday
469,1,2019-11-30,2019-12-06,2019-11-27,hlexpectedday
470,1,2019-12-07,2019-12-13,2019-12-04,hlexpectedday
471,1,2019-12-14,2019-12-20,2019-12-11,hlexpectedday
472,1,2019-12-21,2019-12-27,2019-12-18,hlexpectedday
473,1,2019-12-28,2020-01-03,2019-12-25,hlexpectedday
474,1,2020-01-04,2020-01-10,2020-01-01,hlexpectedday
475,1,2020-01-11,2020-01-17,2020-01-08,hlexpectedday
476,1,2020-01-18,2020-01-24,2020-01-15,hlexpectedday
477,1,2020-01-25,2020-01-31,2020-01-22,hlexpectedday
478,1,2020-02-01,2020-02-07,2020-01-29,hlexpectedday
479,1,2020-02-08,2020-02-14,2020-02-05,hlexpectedday
480,1,2020-02-15,2020-02-21,2020-02-12,hlexpectedday
481,1,2020-02-22,2020-02-28,2020-02-19,hlexpectedday
482,1,2020-02-29,2020-03-06,2020-02-26,hlexpectedday
483,1,2020-03-07,2020-03-13,2020-03-04,hlexpectedday
484,1,2020-03-14,2020-03-20,2020-03-11,hlexpectedday
485,1,2020-03-21,2020-03-27,2020-03-18,hlexpectedday
486,1,2020-03-28,2020-04-03,2020-03-25,hlexpectedday
487,1,2020-04-04,2020-04-10,2020-04-01,hlexpectedday
488,1,2020-04-11,2020-04-17,2020-04-08,hlexpectedday
489,1,2020-04-18,2020-04-24,2020-04-15,hlexpectedday
490,1,2020-04-25,2020-05-01,2020-04-22,hlexpectedday
491,1,2020-05-02,2020-05-08,2020-04-29,hlexpectedday
492,1,2020-05-09,2020-05-15,2020-05-06,hlexpectedday
493,1,2020-05-16,2020-05-22,2020-05-13,hlexpectedday
494,1,2020-05-23,2020-05-29,2020-05-20,hlexpectedday
495,1,2020-05-30,2020-06-05,2020-05-27,hlexpectedday
496,1,2020-06-06,2020-06-12,2020-06-03,hlexpectedday
497,1,2020-06-13,2020-06-19,2020-06-10,hlexpectedday
498,1,2020-06-20,2020-06-26,2020-06-17,hlexpectedday
499,1,2020-06-27,2020-07-03,2020-06-24,hlexpectedday
500,1,2020-07-04,2020-07-10,2020-07-01,hlexpectedday
501,1,2020-07-11,2020-07-17,2020-07-08,hlexpectedday
502,1,2020-07-18,2020-07-24,2020-07-15,hlexpectedday
503,1,2020-07-25,2020-07-31,2020-07-22,hlexpectedday
504,1,2020-08-01,2020-08-07,2020-07-29,hlexpectedday
505,1,2020-08-08,2020-08-14,2020-08-05,hlexpectedday
506,1,2020-08-15,2020-08-21,2020-08-12,hlexpectedday
507,1,2020-08-22,2020-08-28,2020-08-19,hlexpectedday
508,1,2020-08-29,2020-09-04,2020-08-26,hlexpectedday
509,1,2020-09-05,2020-09-11,2020-09-02,hlexpectedday
510,1,2020-09-12,2020-09-18,2020-09-09,hlexpectedday
511,1,2020-09-19,2020-09-25,2020-09-16,hlexpectedday
512,1,2020-09-26,2020-10-02,2020-09-23,hlexpectedday
513,1,2020-10-03,2020-10-09,2020-09-30,hlexpectedday
514,1,2020-10-10,2020-10-16,2020-10-07,hlexpectedday
515,1,2020-10-17,2020-10-23,2020-10-14,hlexpectedday
516,1,2020-10-24,2020-10-30,2020-10-21,hlexpectedday
517,1,2020-10-31,2020-11-06,2020-10-28,hlexpectedday
518,1,2020-11-07,2020-11-13,2020-11-04,hlexpectedday
519,1,2020-11-14,2020-11-20,2020-11-11,hlexpectedday
520,1,2020-11-21,2020-11-27,2020-11-18,hlexpectedday
521,1,2020-11-28,2020-12-04,2020-11-25,hlexpectedday
522,1,2020-12-05,2020-12-11,2020-12-02,hlexpectedday
523,1,2020-12-12,2020-12-18,2020-12-09,hlexpectedday
524,1,2020-12-19,2020-12-25,2020-12-16,hlexpectedday
525,1,2020-12-26,2021-01-01,2020-12-23,hlexpectedday
526,1,2021-01-02,2021-01-08,2020-12-30,hlexpectedday
527,2,2018-08-13,2018-08-19,2018-08-08,hlexpectedday
528,2,2018-08-20,2018-08-26,2018-08-15,hlexpectedday
529,2,2018-08-27,2018-09-02,2018-08-22,hlexpectedday
530,2,2018-09-03,2018-09-09,2018-08-29,hlexpectedday
531,2,2018-09-10,2018-09-16,2018-09-05,hlexpectedday
532,2,2018-09-17,2018-09-23,2018-09-12,hlexpectedday
533,2,2018-09-24,2018-09-30,2018-09-19,hlexpectedday
534,2,2018-10-01,2018-10-07,2018-09-26,hlexpectedday
535,2,2018-10-08,2018-10-14,2018-10-03,hlexpectedday
536,2,2018-10-15,2018-10-21,2018-10-10,hlexpectedday
537,2,2018-10-22,2018-10-28,2018-10-17,hlexpectedday
538,2,2018-10-29,2018-11-04,2018-10-24,hlexpectedday
539,2,2018-11-05,2018-11-11,2018-10-31,hlexpectedday
540,2,2018-11-12,2018-11-18,2018-11-07,hlexpectedday
541,2,2018-11-19,2018-11-25,2018-11-14,hlexpectedday
542,2,2018-11-26,2018-12-02,2018-11-21,hlexpectedday
543,2,2018-12-03,2018-12-09,2018-11-28,hlexpectedday
544,2,2018-12-10,2018-12-16,2018-12-05,hlexpectedday
545,2,2018-12-17,2018-12-23,2018-12-12,hlexpectedday
546,2,2018-12-24,2018-12-30,2018-12-19,hlexpectedday
547,2,2018-12-31,2019-01-06,2018-12-26,hlexpectedday
548,2,2019-01-07,2019-01-13,2019-01-02,hlexpectedday
549,2,2019-01-14,2019-01-20,2019-01-09,hlexpectedday
550,2,2019-01-21,2019-01-27,2019-01-16,hlexpectedday
551,2,2019-01-28,2019-02-03,2019-01-23,hlexpectedday
552,2,2019-02-04,2019-02-10,2019-01-30,hlexpectedday
553,2,2019-02-11,2019-02-17,2019-02-06,hlexpectedday
554,2,2019-02-18,2019-02-24,2019-02-13,hlexpectedday
555,2,2019-02-25,2019-03-03,2019-02-20,hlexpectedday
556,2,2019-03-04,2019-03-10,2019-02-27,hlexpectedday
557,2,2019-03-11,2019-03-17,2019-03-06,hlexpectedday
558,2,2019-03-18,2019-03-24,2019-03-13,hlexpectedday
559,2,2019-03-25,2019-03-31,2019-03-20,hlexpectedday
560,2,2019-04-01,2019-04-07,2019-03-27,hlexpectedday
561,2,2019-04-08,2019-04-14,2019-04-03,hlexpectedday
562,2,2019-04-15,2019-04-21,2019-04-10,hlexpectedday
563,2,2019-04-22,2019-04-28,2019-04-17,hlexpectedday
564,2,2019-04-29,2019-05-05,2019-04-24,hlexpectedday
565,2,2019-05-06,2019-05-12,2019-05-01,hlexpectedday
566,2,2019-05-13,2019-05-19,2019-05-08,hlexpectedday
567,2,2019-05-20,2019-05-26,2019-05-15,hlexpectedday
568,2,2019-05-27,2019-06-02,2019-05-22,hlexpectedday
569,2,2019-06-03,2019-06-09,2019-05-29,hlexpectedday
570,2,2019-06-10,2019-06-16,2019-06-05,hlexpectedday
571,2,2019-06-17,2019-06-23,2019-06-12,hlexpectedday
572,2,2019-06-24,2019-06-30,2019-06-19,hlexpectedday
573,2,2019-07-01,2019-07-07,2019-06-26,hlexpectedday
574,2,2019-07-08,2019-07-14,2019-07-03,hlexpectedday
575,2,2019-07-15,2019-07-21,2019-07-10,hlexpectedday
576,2,2019-07-22,2019-07-28,2019-07-17,hlexpectedday
577,2,2019-07-29,2019-08-04,2019-07-24,hlexpectedday
578,2,2019-08-05,2019-08-11,2019-07-31,hlexpectedday
579,2,2019-08-12,2019-08-18,2019-08-07,hlexpectedday
580,2,2019-08-19,2019-08-25,2019-08-14,hlexpectedday
581,2,2019-08-26,2019-09-01,2019-08-21,hlexpectedday
582,2,2019-09-02,2019-09-08,2019-08-28,hlexpectedday
583,2,2019-09-09,2019-09-15,2019-09-04,hlexpectedday
584,2,2019-09-16,2019-09-22,2019-09-11,hlexpectedday
585,2,2019-09-23,2019-09-29,2019-09-18,hlexpectedday
586,2,2019-09-30,2019-10-06,2019-09-25,hlexpectedday
587,2,2019-10-07,2019-10-13,2019-10-02,hlexpectedday
588,2,2019-10-14,2019-10-20,2019-10-09,hlexpectedday
589,2,2019-10-21,2019-10-27,2019-10-16,hlexpectedday
590,2,2019-10-28,2019-11-03,2019-10-23,hlexpectedday
591,2,2019-11-04,2019-11-10,2019-10-30,hlexpectedday
592,2,2019-11-11,2019-11-17,2019-11-06,hlexpectedday
593,2,2019-11-18,2019-11-24,2019-11-13,hlexpectedday
594,2,2019-11-25,2019-12-01,2019-11-20,hlexpectedday
595,2,2019-12-02,2019-12-08,2019-11-27,hlexpectedday
596,2,2019-12-09,2019-12-15,2019-12-04,hlexpectedday
597,2,2019-12-16,2019-12-22,2019-12-11,hlexpectedday
598,2,2019-12-23,2019-12-29,2019-12-18,hlexpectedday
599,2,2019-12-30,2020-01-05,2019-12-25,hlexpectedday
600,2,2020-01-06,2020-01-12,2020-01-01,hlexpectedday
601,2,2020-01-13,2020-01-19,2020-01-08,hlexpectedday
602,2,2020-01-20,2020-01-26,2020-01-15,hlexpectedday
603,2,2020-01-27,2020-02-02,2020-01-22,hlexpectedday
604,2,2020-02-03,2020-02-09,2020-01-29,hlexpectedday
605,2,2020-02-10,2020-02-16,2020-02-05,hlexpectedday
606,2,2020-02-17,2020-02-23,2020-02-12,hlexpectedday
607,2,2020-02-24,2020-03-01,2020-02-19,hlexpectedday
608,2,2020-03-02,2020-03-08,2020-02-26,hlexpectedday
609,2,2020-03-09,2020-03-15,2020-03-04,hlexpectedday
610,2,2020-03-16,2020-03-22,2020-03-11,hlexpectedday
611,2,2020-03-23,2020-03-29,2020-03-18,hlexpectedday
612,2,2020-03-30,2020-04-05,2020-03-25,hlexpectedday
613,2,2020-04-06,2020-04-12,2020-04-01,hlexpectedday
614,2,2020-04-13,2020-04-19,2020-04-08,hlexpectedday
615,2,2020-04-20,2020-04-26,2020-04-15,hlexpectedday
616,2,2020-04-27,2020-05-03,2020-04-22,hlexpectedday
617,2,2020-05-04,2020-05-10,2020-04-29,hlexpectedday
618,2,2020-05-11,2020-05-17,2020-05-06,hlexpectedday
619,2,2020-05-18,2020-05-24,2020-05-13,hlexpectedday
620,2,2020-05-25,2020-05-31,2020-05-20,hlexpectedday
621,2,2020-06-01,2020-06-07,2020-05-27,hlexpectedday
622,2,2020-06-08,2020-06-14,2020-06-03,hlexpectedday
623,2,2020-06-15,2020-06-21,2020-06-10,hlexpectedday
624,2,2020-06-22,2020-06-28,2020-06-17,hlexpectedday
625,2,2020-06-29,2020-07-05,2020-06-24,hlexpectedday
626,2,2020-07-06,2020-07-12,2020-07-01,hlexpectedday
627,2,2020-07-13,2020-07-19,2020-07-08,hlexpectedday
628,2,2020-07-20,2020-07-26,2020-07-15,hlexpectedday
629,2,2020-07-27,2020-08-02,2020-07-22,hlexpectedday
630,2,2020-08-03,2020-08-09,2020-07-29,hlexpectedday
631,2,2020-08-10,2020-08-16,2020-08-05,hlexpectedday
632,2,2020-08-17,2020-08-23,2020-08-12,hlexpectedday
633,2,2020-08-24,2020-08-30,2020-08-19,hlexpectedday
634,2,2020-08-31,2020-09-06,2020-08-26,hlexpectedday
635,2,2020-09-07,2020-09-13,2020-09-02,hlexpectedday
636,2,2020-09-14,2020-09-20,2020-09-09,hlexpectedday
637,2,2020-09-21,2020-09-27,2020-09-16,hlexpectedday
638,2,2020-09-28,2020-10-04,2020-09-23,hlexpectedday
639,2,2020-10-05,2020-10-11,2020-09-30,hlexpectedday
640,2,2020-10-12,2020-10-18,2020-10-07,hlexpectedday
641,2,2020-10-19,2020-10-25,2020-10-14,hlexpectedday
642,2,2020-10-26,2020-11-01,2020-10-21,hlexpectedday
643,2,2020-11-02,2020-11-08,2020-10-28,hlexpectedday
644,2,2020-11-09,2020-11-15,2020-11-04,hlexpectedday
645,2,2020-11-16,2020-11-22,2020-11-11,hlexpectedday
646,2,2020-11-23,2020-11-29,2020-11-18,hlexpectedday
647,2,2020-11-30,2020-12-06,2020-11-25,hlexpectedday
648,2,2020-12-07,2020-12-13,2020-12-02,hlexpectedday
649,2,2020-12-14,2020-12-20,2020-12-09,hlexpectedday
650,2,2020-12-21,2020-12-27,2020-12-16,hlexpectedday
651,2,2020-12-28,2021-01-03,2020-12-23,hlexpectedday
652,2,2021-01-04,2021-01-10,2020-12-30,hlexpectedday
653,3,2018-08-13,2018-08-19,2018-08-08,hlexpectedday
654,3,2018-08-20,2018-08-26,2018-08-15,hlexpectedday
655,3,2018-08-27,2018-09-02,2018-08-22,hlexpectedday
656,3,2018-09-03,2018-09-09,2018-08-29,hlexpectedday
657,3,2018-09-10,2018-09-16,2018-09-05,hlexpectedday
658,3,2018-09-17,2018-09-23,2018-09-12,hlexpectedday
659,3,2018-09-24,2018-09-30,2018-09-19,hlexpectedday
660,3,2018-10-01,2018-10-07,2018-09-26,hlexpectedday
661,3,2018-10-08,2018-10-14,2018-10-03,hlexpectedday
662,3,2018-10-15,2018-10-21,2018-10-10,hlexpectedday
663,3,2018-10-22,2018-10-28,2018-10-17,hlexpectedday
664,3,2018-10-29,2018-11-04,2018-10-24,hlexpectedday
665,3,2018-11-05,2018-11-11,2018-10-31,hlexpectedday
666,3,2018-11-12,2018-11-18,2018-11-07,hlexpectedday
667,3,2018-11-19,2018-11-25,2018-11-14,hlexpectedday
668,3,2018-11-26,2018-12-02,2018-11-21,hlexpectedday
669,3,2018-12-03,2018-12-09,2018-11-28,hlexpectedday
670,3,2018-12-10,2018-12-16,2018-12-05,hlexpectedday
671,3,2018-12-17,2018-12-23,2018-12-12,hlexpectedday
672,3,2018-12-24,2018-12-30,2018-12-19,hlexpectedday
673,3,2018-12-31,2019-01-06,2018-12-26,hlexpectedday
674,3,2019-01-07,2019-01-13,2019-01-02,hlexpectedday
675,3,2019-01-14,2019-01-20,2019-01-09,hlexpectedday
676,3,2019-01-21,2019-01-27,2019-01-16,hlexpectedday
677,3,2019-01-28,2019-02-03,2019-01-23,hlexpectedday
678,3,2019-02-04,2019-02-10,2019-01-30,hlexpectedday
679,3,2019-02-11,2019-02-17,2019-02-06,hlexpectedday
680,3,2019-02-18,2019-02-24,2019-02-13,hlexpectedday
681,3,2019-02-25,2019-03-03,2019-02-20,hlexpectedday
682,3,2019-03-04,2019-03-10,2019-02-27,hlexpectedday
683,3,2019-03-11,2019-03-17,2019-03-06,hlexpectedday
684,3,2019-03-18,2019-03-24,2019-03-13,hlexpectedday
685,3,2019-03-25,2019-03-31,2019-03-20,hlexpectedday
686,3,2019-04-01,2019-04-07,2019-03-27,hlexpectedday
687,3,2019-04-08,2019-04-14,2019-04-03,hlexpectedday
688,3,2019-04-15,2019-04-21,2019-04-10,hlexpectedday
689,3,2019-04-22,2019-04-28,2019-04-17,hlexpectedday
690,3,2019-04-29,2019-05-05,2019-04-24,hlexpectedday
691,3,2019-05-06,2019-05-12,2019-05-01,hlexpectedday
692,3,2019-05-13,2019-05-19,2019-05-08,hlexpectedday
693,3,2019-05-20,2019-05-26,2019-05-15,hlexpectedday
694,3,2019-05-27,2019-06-02,2019-05-22,hlexpectedday
695,3,2019-06-03,2019-06-09,2019-05-29,hlexpectedday
696,3,2019-06-10,2019-06-16,2019-06-05,hlexpectedday
697,3,2019-06-17,2019-06-23,2019-06-12,hlexpectedday
698,3,2019-06-24,2019-06-30,2019-06-19,hlexpectedday
699,3,2019-07-01,2019-07-07,2019-06-26,hlexpectedday
700,3,2019-07-08,2019-07-14,2019-07-03,hlexpectedday
701,3,2019-07-15,2019-07-21,2019-07-10,hlexpectedday
702,3,2019-07-22,2019-07-28,2019-07-17,hlexpectedday
703,3,2019-07-29,2019-08-04,2019-07-24,hlexpectedday
704,3,2019-08-05,2019-08-11,2019-07-31,hlexpectedday
705,3,2019-08-12,2019-08-18,2019-08-07,hlexpectedday
706,3,2019-08-19,2019-08-25,2019-08-14,hlexpectedday
707,3,2019-08-26,2019-09-01,2019-08-21,hlexpectedday
708,3,2019-09-02,2019-09-08,2019-08-28,hlexpectedday
709,3,2019-09-09,2019-09-15,2019-09-04,hlexpectedday
710,3,2019-09-16,2019-09-22,2019-09-11,hlexpectedday
711,3,2019-09-23,2019-09-29,2019-09-18,hlexpectedday
712,3,2019-09-30,2019-10-06,2019-09-25,hlexpectedday
713,3,2019-10-07,2019-10-13,2019-10-02,hlexpectedday
714,3,2019-10-14,2019-10-20,2019-10-09,hlexpectedday
715,3,2019-10-21,2019-10-27,2019-10-16,hlexpectedday
716,3,2019-10-28,2019-11-03,2019-10-23,hlexpectedday
717,3,2019-11-04,2019-11-10,2019-10-30,hlexpectedday
718,3,2019-11-11,2019-11-17,2019-11-06,hlexpectedday
719,3,2019-11-18,2019-11-24,2019-11-13,hlexpectedday
720,3,2019-11-25,2019-12-01,2019-11-20,hlexpectedday
721,3,2019-12-02,2019-12-08,2019-11-27,hlexpectedday
722,3,2019-12-09,2019-12-15,2019-12-04,hlexpectedday
723,3,2019-12-16,2019-12-22,2019-12-11,hlexpectedday
724,3,2019-12-23,2019-12-29,2019-12-18,hlexpectedday
725,3,2019-12-30,2020-01-05,2019-12-25,hlexpectedday
726,3,2020-01-06,2020-01-12,2020-01-01,hlexpectedday
727,3,2020-01-13,2020-01-19,2020-01-08,hlexpectedday
728,3,2020-01-20,2020-01-26,2020-01-15,hlexpectedday
729,3,2020-01-27,2020-02-02,2020-01-22,hlexpectedday
730,3,2020-02-03,2020-02-09,2020-01-29,hlexpectedday
731,3,2020-02-10,2020-02-16,2020-02-05,hlexpectedday
732,3,2020-02-17,2020-02-23,2020-02-12,hlexpectedday
733,3,2020-02-24,2020-03-01,2020-02-19,hlexpectedday
734,3,2020-03-02,2020-03-08,2020-02-26,hlexpectedday
735,3,2020-03-09,2020-03-15,2020-03-04,hlexpectedday
736,3,2020-03-16,2020-03-22,2020-03-11,hlexpectedday
737,3,2020-03-23,2020-03-29,2020-03-18,hlexpectedday
738,3,2020-03-30,2020-04-05,2020-03-25,hlexpectedday
739,3,2020-04-06,2020-04-12,2020-04-01,hlexpectedday
740,3,2020-04-13,2020-04-19,2020-04-08,hlexpectedday
741,3,2020-04-20,2020-04-26,2020-04-15,hlexpectedday
742,3,2020-04-27,2020-05-03,2020-04-22,hlexpectedday
743,3,2020-05-04,2020-05-10,2020-04-29,hlexpectedday
744,3,2020-05-11,2020-05-17,2020-05-06,hlexpectedday
745,3,2020-05-18,2020-05-24,2020-05-13,hlexpectedday
746,3,2020-05-25,2020-05-31,2020-05-20,hlexpectedday
747,3,2020-06-01,2020-06-07,2020-05-27,hlexpectedday
748,3,2020-06-08,2020-06-14,2020-06-03,hlexpectedday
749,3,2020-06-15,2020-06-21,2020-06-10,hlexpectedday
750,3,2020-06-22,2020-06-28,2020-06-17,hlexpectedday
751,3,2020-06-29,2020-07-05,2020-06-24,hlexpectedday
752,3,2020-07-06,2020-07-12,2020-07-01,hlexpectedday
753,3,2020-07-13,2020-07-19,2020-07-08,hlexpectedday
754,3,2020-07-20,2020-07-26,2020-07-15,hlexpectedday
755,3,2020-07-27,2020-08-02,2020-07-22,hlexpectedday
756,3,2020-08-03,2020-08-09,2020-07-29,hlexpectedday
757,3,2020-08-10,2020-08-16,2020-08-05,hlexpectedday
758,3,2020-08-17,2020-08-23,2020-08-12,hlexpectedday
759,3,2020-08-24,2020-08-30,2020-08-19,hlexpectedday
760,3,2020-08-31,2020-09-06,2020-08-26,hlexpectedday
761,3,2020-09-07,2020-09-13,2020-09-02,hlexpectedday
762,3,2020-09-14,2020-09-20,2020-09-09,hlexpectedday
763,3,2020-09-21,2020-09-27,2020-09-16,hlexpectedday
764,3,2020-09-28,2020-10-04,2020-09-23,hlexpectedday
765,3,2020-10-05,2020-10-11,2020-09-30,hlexpectedday
766,3,2020-10-12,2020-10-18,2020-10-07,hlexpectedday
767,3,2020-10-19,2020-10-25,2020-10-14,hlexpectedday
768,3,2020-10-26,2020-11-01,2020-10-21,hlexpectedday
769,3,2020-11-02,2020-11-08,2020-10-28,hlexpectedday
770,3,2020-11-09,2020-11-15,2020-11-04,hlexpectedday
771,3,2020-11-16,2020-11-22,2020-11-11,hlexpectedday
772,3,2020-11-23,2020-11-29,2020-11-18,hlexpectedday
773,3,2020-11-30,2020-12-06,2020-11-25,hlexpectedday
774,3,2020-12-07,2020-12-13,2020-12-02,hlexpectedday
775,3,2020-12-14,2020-12-20,2020-12-09,hlexpectedday
776,3,2020-12-21,2020-12-27,2020-12-16,hlexpectedday
777,3,2020-12-28,2021-01-03,2020-12-23,hlexpectedday
778,3,2021-01-04,2021-01-10,2020-12-30,hlexpectedday
779,4,2018-08-12,2018-08-18,2018-08-08,hlexpectedday
780,4,2018-08-19,2018-08-25,2018-08-15,hlexpectedday
781,4,2018-08-26,2018-09-01,2018-08-22,hlexpectedday
782,4,2018-09-02,2018-09-08,2018-08-29,hlexpectedday
783,4,2018-09-09,2018-09-15,2018-09-05,hlexpectedday
784,4,2018-09-16,2018-09-22,2018-09-12,hlexpectedday
785,4,2018-09-23,2018-09-29,2018-09-19,hlexpectedday
786,4,2018-09-30,2018-10-06,2018-09-26,hlexpectedday
787,4,2018-10-07,2018-10-13,2018-10-03,hlexpectedday
788,4,2018-10-14,2018-10-20,2018-10-10,hlexpectedday
789,4,2018-10-21,2018-10-27,2018-10-17,hlexpectedday
790,4,2018-10-28,2018-11-03,2018-10-24,hlexpectedday
791,4,2018-11-04,2018-11-10,2018-10-31,hlexpectedday
792,4,2018-11-11,2018-11-17,2018-11-07,hlexpectedday
793,4,2018-11-18,2018-11-24,2018-11-14,hlexpectedday
794,4,2018-11-25,2018-12-01,2018-11-21,hlexpectedday
795,4,2018-12-02,2018-12-08,2018-11-28,hlexpectedday
796,4,2018-12-09,2018-12-15,2018-12-05,hlexpectedday
797,4,2018-12-16,2018-12-22,2018-12-12,hlexpectedday
798,4,2018-12-23,2018-12-29,2018-12-19,hlexpectedday
799,4,2018-12-30,2019-01-05,2018-12-26,hlexpectedday
800,4,2019-01-06,2019-01-12,2019-01-02,hlexpectedday
801,4,2019-01-13,2019-01-19,2019-01-09,hlexpectedday
802,4,2019-01-20,2019-01-26,2019-01-16,hlexpectedday
803,4,2019-01-27,2019-02-02,2019-01-23,hlexpectedday
804,4,2019-02-03,2019-02-09,2019-01-30,hlexpectedday
805,4,2019-02-10,2019-02-16,2019-02-06,hlexpectedday
806,4,2019-02-17,2019-02-23,2019-02-13,hlexpectedday
807,4,2019-02-24,2019-03-02,2019-02-20,hlexpectedday
808,4,2019-03-03,2019-03-09,2019-02-27,hlexpectedday
809,4,2019-03-10,2019-03-16,2019-03-06,hlexpectedday
810,4,2019-03-17,2019-03-23,2019-03-13,hlexpectedday
811,4,2019-03-24,2019-03-30,2019-03-20,hlexpectedday
812,4,2019-03-31,2019-04-06,2019-03-27,hlexpectedday
813,4,2019-04-07,2019-04-13,2019-04-03,hlexpectedday
814,4,2019-04-14,2019-04-20,2019-04-10,hlexpectedday
815,4,2019-04-21,2019-04-27,2019-04-17,hlexpectedday
816,4,2019-04-28,2019-05-04,2019-04-24,hlexpectedday
817,4,2019-05-05,2019-05-11,2019-05-01,hlexpectedday
818,4,2019-05-12,2019-05-18,2019-05-08,hlexpectedday
819,4,2019-05-19,2019-05-25,2019-05-15,hlexpectedday
820,4,2019-05-26,2019-06-01,2019-05-22,hlexpectedday
821,4,2019-06-02,2019-06-08,2019-05-29,hlexpectedday
822,4,2019-06-09,2019-06-15,2019-06-05,hlexpectedday
823,4,2019-06-16,2019-06-22,2019-06-12,hlexpectedday
824,4,2019-06-23,2019-06-29,2019-06-19,hlexpectedday
825,4,2019-06-30,2019-07-06,2019-06-26,hlexpectedday
826,4,2019-07-07,2019-07-13,2019-07-03,hlexpectedday
827,4,2019-07-14,2019-07-20,2019-07-10,hlexpectedday
828,4,2019-07-21,2019-07-27,2019-07-17,hlexpectedday
829,4,2019-07-28,2019-08-03,2019-07-24,hlexpectedday
830,4,2019-08-04,2019-08-10,2019-07-31,hlexpectedday
831,4,2019-08-11,2019-08-17,2019-08-07,hlexpectedday
832,4,2019-08-18,2019-08-24,2019-08-14,hlexpectedday
833,4,2019-08-25,2019-08-31,2019-08-21,hlexpectedday
834,4,2019-09-01,2019-09-07,2019-08-28,hlexpectedday
835,4,2019-09-08,2019-09-14,2019-09-04,hlexpectedday
836,4,2019-09-15,2019-09-21,2019-09-11,hlexpectedday
837,4,2019-09-22,2019-09-28,2019-09-18,hlexpectedday
838,4,2019-09-29,2019-10-05,2019-09-25,hlexpectedday
839,4,2019-10-06,2019-10-12,2019-10-02,hlexpectedday
840,4,2019-10-13,2019-10-19,2019-10-09,hlexpectedday
841,4,2019-10-20,2019-10-26,2019-10-16,hlexpectedday
842,4,2019-10-27,2019-11-02,2019-10-23,hlexpectedday
