id,brand_id,item_option_id,output_category_id,order_item_name,order_category_name,order_frontage_size,order_lr,order_with,order_other,output_category,output_part_number1,output_part_number2,output_addition1,output_addition2,output_ek_no,output_base_wheel,output_height,output_width,output_finish,output_grain_direction,output_quantity,output_line,output_color,output_wood_color,output_append_option,output_press_manufacturer_name,output_totte_product,output_selected_color,temporary_id,color_classification,output_grant_line,output_selection_color,line,line_color,end_color,discriminator_type
131,2,MWTD5045OPS,,ワイヤートレイ・深型：MWTD50-45-OPS,トレイ,,,,,,MWTD50-45-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
132,2,MWTD5060OPS,,ワイヤートレイ・深型：MWTD50-60-OPS,トレイ,,,,,,MWTD50-60-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
133,2,MWTD6030OPS,,ワイヤートレイ・深型：MWTD60-30-OPS,トレイ,,,,,,MWTD60-30-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
134,2,MWTD6040OPS,,ワイヤートレイ・深型：MWTD60-40-OPS,トレイ,,,,,,MWTD60-40-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
135,2,MWTD6045OPS,,ワイヤートレイ・深型：MWTD60-45-OPS,トレイ,,,,,,MWTD60-45-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
136,2,MWTD6060OPS,,ワイヤートレイ・深型：MWTD60-60-OPS,トレイ,,,,,,MWTD60-60-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
137,2,MWTD7030OPS,,ワイヤートレイ・深型：MWTD70-30-OPS,トレイ,,,,,,MWTD70-30-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
138,2,MWTD7040OPS,,ワイヤートレイ・深型：MWTD70-40-OPS,トレイ,,,,,,MWTD70-40-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
139,2,MWTD7045OPS,,ワイヤートレイ・深型：MWTD70-45-OPS,トレイ,,,,,,MWTD70-45-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
140,2,MWTD7060OPS,,ワイヤートレイ・深型：MWTD70-60-OPS,トレイ,,,,,,MWTD70-60-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
141,2,MWTD8030OPS,,ワイヤートレイ・深型：MWTD80-30-OPS,トレイ,,,,,,MWTD80-30-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
142,2,MWTD8040OPS,,ワイヤートレイ・深型：MWTD80-40-OPS,トレイ,,,,,,MWTD80-40-OPS,,,,,,0,0,,,1,,,,,,,,,,,,,,,factory
