id,zip_code,post_code,delivery_type,sunday,monday,tuesday,wednesday,thursday,friday,saturday,discriminator_type
215,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
216,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
217,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
218,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
219,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
220,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
221,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
222,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
223,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
224,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
225,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
226,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
227,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
228,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
229,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
230,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
231,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
232,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
233,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
234,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
235,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
236,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
237,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
238,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
239,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
240,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
241,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
242,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
243,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
244,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
245,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
246,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
247,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
248,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
249,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
250,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
251,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
252,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
253,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
254,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
255,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
256,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
257,4410302,0666,1,1,1,0,1,1,1,1,hldeliverylist
258,4410303,0666,1,1,1,0,1,1,1,1,hldeliverylist
259,4410303,0666,1,1,1,0,1,1,1,1,hldeliverylist
260,4410303,0666,1,1,1,0,1,1,1,1,hldeliverylist
261,4410303,0666,1,1,1,0,1,1,1,1,hldeliverylist
262,4410304,0666,1,1,1,0,1,1,1,1,hldeliverylist
263,4410304,0666,1,1,1,0,1,1,1,1,hldeliverylist
264,4410304,0666,1,1,1,0,1,1,1,1,hldeliverylist
265,4410304,0666,1,1,1,0,1,1,1,1,hldeliverylist
266,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
267,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
268,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
269,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
270,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
271,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
272,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
273,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
274,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
275,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
276,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
277,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
278,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
279,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
280,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
281,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
282,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
283,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
284,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
285,4410311,0666,1,1,1,0,1,1,1,1,hldeliverylist
286,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
287,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
288,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
289,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
290,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
291,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
292,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
293,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
294,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
295,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
296,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
297,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
298,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
299,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
300,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
301,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
302,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
303,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
304,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
305,4410312,0666,1,1,1,0,1,1,1,1,hldeliverylist
306,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
307,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
308,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
309,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
310,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
311,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
312,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
313,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
314,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
315,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
316,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
317,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
318,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
319,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
320,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
321,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
322,4410313,0666,1,1,1,0,1,1,1,1,hldeliverylist
323,4410314,0666,1,1,1,0,1,1,1,1,hldeliverylist
324,4410314,0666,1,1,1,0,1,1,1,1,hldeliverylist
325,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
326,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
327,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
328,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
329,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
330,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
331,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
332,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
333,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
334,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
335,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
336,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
337,4410315,0666,1,1,1,0,1,1,1,1,hldeliverylist
338,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
339,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
340,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
341,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
342,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
343,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
344,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
345,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
346,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
347,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
348,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
349,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
350,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
351,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
352,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
353,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
354,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
355,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
356,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
357,4410316,0666,1,1,1,0,1,1,1,1,hldeliverylist
358,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
359,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
360,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
361,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
362,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
363,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
364,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
365,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
366,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
367,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
368,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
369,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
370,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
371,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
372,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
373,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
374,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
375,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
376,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
377,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
378,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
379,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
380,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
381,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
382,4410321,0666,1,1,1,0,1,1,1,1,hldeliverylist
383,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
384,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
385,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
386,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
387,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
388,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
389,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
390,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
391,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
392,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
393,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
394,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
395,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
396,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
397,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
398,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
399,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
400,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
401,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
402,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
403,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
404,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
405,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
406,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
407,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
408,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
409,4410322,0666,1,1,1,0,1,1,1,1,hldeliverylist
410,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
411,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
412,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
413,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
414,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
415,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
416,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
417,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
418,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
419,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
