id,zip_code,post_code,delivery_type,sunday,monday,tuesday,wednesday,thursday,friday,saturday,discriminator_type
420,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
421,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
422,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
423,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
424,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
425,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
426,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
427,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
428,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
429,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
430,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
431,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
432,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
433,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
434,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
435,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
436,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
437,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
438,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
439,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
440,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
441,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
442,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
443,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
444,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
445,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
446,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
447,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
448,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
449,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
450,4410323,0666,1,1,1,0,1,1,1,1,hldeliverylist
451,4411101,0666,1,1,1,0,1,1,1,1,hldeliverylist
452,4411102,0666,1,1,1,0,1,1,1,1,hldeliverylist
453,4411103,0666,1,1,1,0,1,1,1,1,hldeliverylist
454,4411104,0666,1,1,1,0,1,1,1,1,hldeliverylist
455,4411105,0666,1,1,1,0,1,1,1,1,hldeliverylist
456,4411106,0666,1,1,1,0,1,1,1,1,hldeliverylist
457,4411111,0666,1,1,1,0,1,1,1,1,hldeliverylist
458,4411112,0666,1,1,1,0,1,1,1,1,hldeliverylist
459,4411113,0666,1,1,1,0,1,1,1,1,hldeliverylist
460,4411114,0666,1,1,1,0,1,1,1,1,hldeliverylist
461,4411115,0666,1,1,1,0,1,1,1,1,hldeliverylist
462,4411201,0666,1,1,1,0,1,1,1,1,hldeliverylist
463,4411202,0666,1,1,1,0,1,1,1,1,hldeliverylist
464,4411203,0666,1,1,1,0,1,1,1,1,hldeliverylist
465,4411204,0666,1,1,1,0,1,1,1,1,hldeliverylist
466,4411205,0666,1,1,1,0,1,1,1,1,hldeliverylist
467,4411206,0666,1,1,1,0,1,1,1,1,hldeliverylist
468,4411211,0666,1,1,1,0,1,1,1,1,hldeliverylist
469,4411212,0666,1,1,1,0,1,1,1,1,hldeliverylist
470,4411221,0666,1,1,1,0,1,1,1,1,hldeliverylist
471,4411222,0666,1,1,1,0,1,1,1,1,hldeliverylist
472,4411223,0666,1,1,1,0,1,1,1,1,hldeliverylist
473,4411231,0666,1,1,1,0,1,1,1,1,hldeliverylist
474,4411300,0666,1,1,0,0,1,0,1,0,hldeliverylist
475,4411301,0666,1,1,0,0,1,0,1,0,hldeliverylist
476,4411302,0666,1,1,0,0,1,0,1,0,hldeliverylist
477,4411303,0666,1,1,0,0,1,0,1,0,hldeliverylist
478,4411304,0666,1,1,0,0,1,0,1,0,hldeliverylist
479,4411305,0666,1,1,0,0,1,0,1,0,hldeliverylist
480,4411306,0666,1,1,0,0,1,0,1,0,hldeliverylist
481,4411307,0666,1,1,0,0,1,0,1,0,hldeliverylist
482,4411311,0666,1,1,0,0,1,0,1,0,hldeliverylist
483,4411312,0666,1,1,0,0,1,0,1,0,hldeliverylist
484,4411313,0666,1,1,0,0,1,0,1,0,hldeliverylist
485,4411314,0666,1,1,0,0,1,0,1,0,hldeliverylist
486,4411315,0666,1,1,0,0,1,0,1,0,hldeliverylist
487,4411316,0666,1,1,0,0,1,0,1,0,hldeliverylist
488,4411317,0666,1,1,0,0,1,0,1,0,hldeliverylist
489,4411318,0666,1,1,0,0,1,0,1,0,hldeliverylist
490,4411321,0666,1,1,0,0,1,0,1,0,hldeliverylist
491,4411322,0666,1,1,0,0,1,0,1,0,hldeliverylist
492,4411323,0666,1,1,0,0,1,0,1,0,hldeliverylist
493,4411324,0666,1,1,0,0,1,0,1,0,hldeliverylist
494,4411325,0666,1,1,0,0,1,0,1,0,hldeliverylist
495,4411326,0666,1,1,0,0,1,0,1,0,hldeliverylist
496,4411327,0666,1,1,0,0,1,0,1,0,hldeliverylist
497,4411328,0666,1,1,0,0,1,0,1,0,hldeliverylist
498,4411329,0666,1,1,0,0,1,0,1,0,hldeliverylist
499,4411331,0666,1,1,0,0,1,0,1,0,hldeliverylist
500,4411332,0666,1,1,0,0,1,0,1,0,hldeliverylist
501,4411333,0666,1,1,0,0,1,0,1,0,hldeliverylist
502,4411334,0666,1,1,0,0,1,0,1,0,hldeliverylist
503,4411335,0666,1,1,0,0,1,0,1,0,hldeliverylist
504,4411336,0666,1,1,0,0,1,0,1,0,hldeliverylist
505,4411337,0666,1,1,0,0,1,0,1,0,hldeliverylist
506,4411338,0666,1,1,0,0,1,0,1,0,hldeliverylist
507,4411341,0666,1,1,0,0,1,0,1,0,hldeliverylist
508,4411342,0666,1,1,0,0,1,0,1,0,hldeliverylist
509,4411343,0666,1,1,0,0,1,0,1,0,hldeliverylist
510,4411344,0666,1,1,0,0,1,0,1,0,hldeliverylist
511,4411345,0666,1,1,0,0,1,0,1,0,hldeliverylist
512,4411346,0666,1,1,0,0,1,0,1,0,hldeliverylist
513,4411347,0666,1,1,0,0,1,0,1,0,hldeliverylist
514,4411348,0666,1,1,0,0,1,0,1,0,hldeliverylist
515,4411351,0666,1,1,0,0,1,0,1,0,hldeliverylist
516,4411352,0666,1,1,0,0,1,0,1,0,hldeliverylist
517,4411353,0666,1,1,0,0,1,0,1,0,hldeliverylist
518,4411354,0666,1,1,0,0,1,0,1,0,hldeliverylist
519,4411355,0666,1,1,0,0,1,0,1,0,hldeliverylist
520,4411361,0666,1,1,0,0,1,0,1,0,hldeliverylist
521,4411362,0666,1,1,0,0,1,0,1,0,hldeliverylist
522,4411363,0666,1,1,0,0,1,0,1,0,hldeliverylist
523,4411364,0666,1,1,0,0,1,0,1,0,hldeliverylist
524,4411365,0666,1,1,0,0,1,0,1,0,hldeliverylist
525,4411366,0666,1,1,0,0,1,0,1,0,hldeliverylist
526,4411367,0666,1,1,0,0,1,0,1,0,hldeliverylist
527,4411368,0666,1,1,0,0,1,0,1,0,hldeliverylist
528,4411371,0666,1,1,0,0,1,0,1,0,hldeliverylist
529,4411372,0666,1,1,0,0,1,0,1,0,hldeliverylist
530,4411373,0666,1,1,0,0,1,0,1,0,hldeliverylist
531,4411374,0666,1,1,0,0,1,0,1,0,hldeliverylist
532,4411375,0666,1,1,0,0,1,0,1,0,hldeliverylist
533,4411376,0666,1,1,0,0,1,0,1,0,hldeliverylist
534,4411377,0666,1,1,0,0,1,0,1,0,hldeliverylist
535,4411378,0666,1,1,0,0,1,0,1,0,hldeliverylist
536,4411381,0666,1,1,0,0,1,0,1,0,hldeliverylist
537,4411382,0666,1,1,0,0,1,0,1,0,hldeliverylist
538,4411383,0666,1,1,0,0,1,0,1,0,hldeliverylist
539,4411384,0666,1,1,0,0,1,0,1,0,hldeliverylist
540,4411385,0666,1,1,0,0,1,0,1,0,hldeliverylist
541,4411386,0666,1,1,0,0,1,0,1,0,hldeliverylist
542,4411387,0666,1,1,0,0,1,0,1,0,hldeliverylist
543,4411388,0666,1,1,0,0,1,0,1,0,hldeliverylist
544,4411401,0666,1,1,0,0,1,0,1,0,hldeliverylist
545,4411402,0666,1,1,0,0,1,0,1,0,hldeliverylist
546,4411403,0666,1,1,0,0,1,0,1,0,hldeliverylist
547,4411404,0666,1,1,0,0,1,0,1,0,hldeliverylist
548,4411411,0666,1,1,0,0,1,0,1,0,hldeliverylist
549,4411412,0666,1,1,0,0,1,0,1,0,hldeliverylist
550,4411413,0666,1,1,0,0,1,0,1,0,hldeliverylist
551,4411414,0666,1,1,0,0,1,0,1,0,hldeliverylist
552,4411421,0666,1,1,0,0,1,0,1,0,hldeliverylist
553,4411422,0666,1,1,0,0,1,0,1,0,hldeliverylist
554,4411423,0666,1,1,0,0,1,0,1,0,hldeliverylist
555,4411424,0666,1,1,0,0,1,0,1,0,hldeliverylist
556,4411531,0666,1,1,0,0,1,0,1,0,hldeliverylist
557,4411532,0666,1,1,0,0,1,0,1,0,hldeliverylist
558,4411533,0666,1,1,0,0,1,0,1,0,hldeliverylist
559,4411534,0666,1,1,0,0,1,0,1,0,hldeliverylist
560,4411535,0666,1,1,0,0,1,0,1,0,hldeliverylist
561,4411536,0666,1,1,0,0,1,0,1,0,hldeliverylist
562,4411601,0666,1,1,0,0,1,0,1,0,hldeliverylist
563,4411602,0666,1,1,0,0,1,0,1,0,hldeliverylist
564,4411603,0666,1,1,0,0,1,0,1,0,hldeliverylist
565,4411604,0666,1,1,0,0,1,0,1,0,hldeliverylist
566,4411605,0666,1,1,0,0,1,0,1,0,hldeliverylist
567,4411611,0666,1,1,0,0,1,0,1,0,hldeliverylist
568,4411612,0666,1,1,0,0,1,0,1,0,hldeliverylist
569,4411613,0666,1,1,0,0,1,0,1,0,hldeliverylist
570,4411614,0666,1,1,0,0,1,0,1,0,hldeliverylist
571,4411615,0666,1,1,0,0,1,0,1,0,hldeliverylist
572,4411616,0666,1,1,0,0,1,0,1,0,hldeliverylist
573,4411621,0666,1,1,0,0,1,0,1,0,hldeliverylist
574,4411622,0666,1,1,0,0,1,0,1,0,hldeliverylist
575,4411623,0666,1,1,0,0,1,0,1,0,hldeliverylist
576,4411624,0666,1,1,0,0,1,0,1,0,hldeliverylist
577,4411631,0666,1,1,0,0,1,0,1,0,hldeliverylist
578,4411632,0666,1,1,0,0,1,0,1,0,hldeliverylist
579,4411633,0666,1,1,0,0,1,0,1,0,hldeliverylist
580,4411634,0666,1,1,0,0,1,0,1,0,hldeliverylist
581,4411636,0666,1,1,0,0,1,0,1,0,hldeliverylist
582,4411693,0666,1,1,0,0,1,0,1,0,hldeliverylist
583,4411941,0666,1,1,0,0,1,0,1,0,hldeliverylist
584,4411942,0666,1,1,0,0,1,0,1,0,hldeliverylist
585,4411943,0666,1,1,0,0,1,0,1,0,hldeliverylist
586,4411944,0666,1,1,0,0,1,0,1,0,hldeliverylist
587,4411945,0666,1,1,0,0,1,0,1,0,hldeliverylist
588,4411946,0666,1,1,0,0,1,0,1,0,hldeliverylist
589,4411951,0666,1,1,0,0,1,0,1,0,hldeliverylist
590,4411952,0666,1,1,0,0,1,0,1,0,hldeliverylist
591,4411953,0666,1,1,0,0,1,0,1,0,hldeliverylist
592,4411954,0666,1,1,0,0,1,0,1,0,hldeliverylist
593,4411955,0666,1,1,0,0,1,0,1,0,hldeliverylist
594,4411956,0666,1,1,0,0,1,0,1,0,hldeliverylist
595,4412221,0666,3,0,0,0,0,0,0,0,hldeliverylist
596,4412222,0666,3,0,0,0,0,0,0,0,hldeliverylist
597,4412223,0666,3,0,0,0,0,0,0,0,hldeliverylist
598,4412224,0666,3,0,0,0,0,0,0,0,hldeliverylist
599,4412300,0666,3,0,0,0,0,0,0,0,hldeliverylist
600,4412301,0666,3,0,0,0,0,0,0,0,hldeliverylist
601,4412302,0666,3,0,0,0,0,0,0,0,hldeliverylist
602,4412303,0666,3,0,0,0,0,0,0,0,hldeliverylist
603,4412311,0666,3,0,0,0,0,0,0,0,hldeliverylist
604,4412312,0666,3,0,0,0,0,0,0,0,hldeliverylist
605,4412313,0666,3,0,0,0,0,0,0,0,hldeliverylist
606,4412314,0666,3,0,0,0,0,0,0,0,hldeliverylist
607,4412315,0666,3,0,0,0,0,0,0,0,hldeliverylist
608,4412316,0666,3,0,0,0,0,0,0,0,hldeliverylist
609,4412317,0666,3,0,0,0,0,0,0,0,hldeliverylist
610,4412431,0666,3,0,0,0,0,0,0,0,hldeliverylist
611,4412432,0666,3,0,0,0,0,0,0,0,hldeliverylist
612,4412433,0666,3,0,0,0,0,0,0,0,hldeliverylist
613,4412434,0666,3,0,0,0,0,0,0,0,hldeliverylist
614,4412511,0689,1,0,0,0,0,0,0,1,hldeliverylist
615,4412512,0689,1,0,0,0,0,0,0,1,hldeliverylist
616,4412513,0689,1,0,0,0,0,0,0,1,hldeliverylist
617,4412514,0689,1,0,0,0,0,0,0,1,hldeliverylist
618,4412515,0689,1,0,0,0,0,0,0,1,hldeliverylist
619,4412516,0689,1,0,0,0,0,0,0,1,hldeliverylist
620,4412517,0689,1,0,0,0,0,0,0,1,hldeliverylist
621,4412521,0689,1,0,0,0,0,0,0,1,hldeliverylist
622,4412522,0689,1,0,0,0,0,0,0,1,hldeliverylist
623,4412523,0689,1,0,0,0,0,0,0,1,hldeliverylist
624,4412524,0689,1,0,0,0,0,0,0,1,hldeliverylist
625,4412525,0689,1,0,0,0,0,0,0,1,hldeliverylist
626,4412526,0689,1,0,0,0,0,0,0,1,hldeliverylist
627,4412531,0666,3,0,0,0,0,0,0,0,hldeliverylist
628,4412601,0666,3,0,0,0,0,0,0,0,hldeliverylist
629,4413101,0666,1,1,1,0,1,1,1,1,hldeliverylist
630,4413102,0666,1,1,1,0,1,1,1,1,hldeliverylist
631,4413103,0666,1,1,1,0,1,1,1,1,hldeliverylist
632,4413104,0666,1,1,1,0,1,1,1,1,hldeliverylist
633,4413105,0666,1,1,1,0,1,1,1,1,hldeliverylist
634,4413106,0666,1,1,1,0,1,1,1,1,hldeliverylist
635,4413111,0666,1,1,1,0,1,1,1,1,hldeliverylist
636,4413112,0666,1,1,1,0,1,1,1,1,hldeliverylist
637,4413113,0666,1,1,1,0,1,1,1,1,hldeliverylist
638,4413114,0666,1,1,1,0,1,1,1,1,hldeliverylist
639,4413115,0666,1,1,1,0,1,1,1,1,hldeliverylist
640,4413121,0666,1,1,1,0,1,1,1,1,hldeliverylist
641,4413122,0666,1,1,1,0,1,1,1,1,hldeliverylist
642,4413123,0666,1,1,1,0,1,1,1,1,hldeliverylist
643,4413124,0666,1,1,1,0,1,1,1,1,hldeliverylist
644,4413125,0666,1,1,1,0,1,1,1,1,hldeliverylist
645,4413126,0666,1,1,1,0,1,1,1,1,hldeliverylist
646,4413131,0666,1,1,1,0,1,1,1,1,hldeliverylist
647,4413132,0666,1,1,1,0,1,1,1,1,hldeliverylist
648,4413133,0666,1,1,1,0,1,1,1,1,hldeliverylist
649,4413134,0666,1,1,1,0,1,1,1,1,hldeliverylist
650,4413141,0666,1,1,1,0,1,1,1,1,hldeliverylist
651,4413142,0666,1,1,1,0,1,1,1,1,hldeliverylist
652,4413143,0666,1,1,1,0,1,1,1,1,hldeliverylist
653,4413144,0666,1,1,1,0,1,1,1,1,hldeliverylist
654,4413145,0666,1,1,1,0,1,1,1,1,hldeliverylist
655,4413146,0666,1,1,1,0,1,1,1,1,hldeliverylist
656,4413147,0666,1,1,1,0,1,1,1,1,hldeliverylist
657,4413151,0666,1,1,1,0,1,1,1,1,hldeliverylist
658,4413152,0666,1,1,1,0,1,1,1,1,hldeliverylist
659,4413153,0666,1,1,1,0,1,1,1,1,hldeliverylist
660,4413154,0666,1,1,1,0,1,1,1,1,hldeliverylist
661,4413155,0666,1,1,1,0,1,1,1,1,hldeliverylist
662,4413201,0666,1,1,1,0,1,1,1,1,hldeliverylist
663,4413202,0666,1,1,1,0,1,1,1,1,hldeliverylist
664,4413203,0666,1,1,1,0,1,1,1,1,hldeliverylist
665,4413211,0666,1,1,1,0,1,1,1,1,hldeliverylist
666,4413212,0666,1,1,1,0,1,1,1,1,hldeliverylist
667,4413213,0666,1,1,1,0,1,1,1,1,hldeliverylist
668,4413214,0666,1,1,1,0,1,1,1,1,hldeliverylist
669,4413301,0666,1,1,1,0,1,1,1,1,hldeliverylist
670,4413302,0666,1,1,1,0,1,1,1,1,hldeliverylist
671,4413400,0666,1,1,0,0,1,1,1,1,hldeliverylist
672,4413401,0666,1,1,0,0,1,1,1,1,hldeliverylist
673,4413402,0666,1,1,0,0,1,1,1,1,hldeliverylist
674,4413403,0666,1,1,0,0,1,1,1,1,hldeliverylist
675,4413404,0666,1,1,0,0,1,1,1,1,hldeliverylist
676,4413405,0666,1,1,0,0,1,1,1,1,hldeliverylist
677,4413406,0666,1,1,0,0,1,1,1,1,hldeliverylist
678,4413407,0666,1,1,0,0,1,1,1,1,hldeliverylist
679,4413408,0666,1,1,0,0,1,1,1,1,hldeliverylist
680,4413409,0666,1,1,0,0,1,1,1,1,hldeliverylist
681,4413411,0666,1,1,0,0,1,1,1,1,hldeliverylist
682,4413412,0666,1,1,0,0,1,1,1,1,hldeliverylist
683,4413413,0666,1,1,0,0,1,1,1,1,hldeliverylist
684,4413414,0666,1,1,0,0,1,1,1,1,hldeliverylist
685,4413415,0666,1,1,0,0,1,1,1,1,hldeliverylist
686,4413416,0666,1,1,0,0,1,1,1,1,hldeliverylist
687,4413417,0666,1,1,0,0,1,1,1,1,hldeliverylist
688,4413418,0666,1,1,0,0,1,1,1,1,hldeliverylist
689,4413419,0666,1,1,0,0,1,1,1,1,hldeliverylist
690,4413421,0666,1,1,0,0,1,1,1,1,hldeliverylist
691,4413422,0666,1,1,0,0,1,1,1,1,hldeliverylist
692,4413423,0666,1,1,0,0,1,1,1,1,hldeliverylist
693,4413424,0666,1,1,0,0,1,1,1,1,hldeliverylist
694,4413425,0666,1,1,0,0,1,1,1,1,hldeliverylist
695,4413426,0666,1,1,0,0,1,1,1,1,hldeliverylist
696,4413427,0666,1,1,0,0,1,1,1,1,hldeliverylist
697,4413431,0666,1,1,0,0,1,1,1,1,hldeliverylist
698,4413432,0666,1,1,0,0,1,1,1,1,hldeliverylist
699,4413433,0666,1,1,0,0,1,1,1,1,hldeliverylist
700,4413434,0666,1,1,0,0,1,1,1,1,hldeliverylist
701,4413435,0666,1,1,0,0,1,1,1,1,hldeliverylist
702,4413436,0666,1,1,0,0,1,1,1,1,hldeliverylist
703,4413501,0666,1,1,0,0,1,1,1,1,hldeliverylist
704,4413502,0666,1,1,0,0,1,1,1,1,hldeliverylist
705,4413503,0666,1,1,0,0,1,1,1,1,hldeliverylist
706,4413504,0666,1,1,0,0,1,1,1,1,hldeliverylist
707,4413505,0666,1,1,0,0,1,1,1,1,hldeliverylist
708,4413601,0666,1,1,0,0,1,1,1,1,hldeliverylist
709,4413602,0666,1,1,0,0,1,1,1,1,hldeliverylist
710,4413603,0666,1,1,0,0,1,1,1,1,hldeliverylist
711,4413604,0666,1,1,0,0,1,1,1,1,hldeliverylist
712,4413605,0666,1,1,0,0,1,1,1,1,hldeliverylist
713,4413606,0666,1,1,0,0,1,1,1,1,hldeliverylist
714,4413607,0666,1,1,0,0,1,1,1,1,hldeliverylist
715,4413608,0666,1,1,0,0,1,1,1,1,hldeliverylist
716,4413609,0666,1,1,0,0,1,1,1,1,hldeliverylist
717,4413611,0666,1,1,0,0,1,1,1,1,hldeliverylist
718,4413612,0666,1,1,0,0,1,1,1,1,hldeliverylist
719,4413613,0666,1,1,0,0,1,1,1,1,hldeliverylist
720,4413614,0666,1,1,0,0,1,1,1,1,hldeliverylist
721,4413615,0666,1,1,0,0,1,1,1,1,hldeliverylist
722,4413616,0666,1,1,0,0,1,1,1,1,hldeliverylist
723,4413617,0666,1,1,0,0,1,1,1,1,hldeliverylist
724,4413618,0666,1,1,0,0,1,1,1,1,hldeliverylist
725,4413619,0666,1,1,0,0,1,1,1,1,hldeliverylist
726,4413621,0666,1,1,0,0,1,1,1,1,hldeliverylist
727,4413622,0666,1,1,0,0,1,1,1,1,hldeliverylist
728,4413623,0666,1,1,0,0,1,1,1,1,hldeliverylist
729,4413624,0666,1,1,0,0,1,1,1,1,hldeliverylist
730,4413625,0666,1,1,0,0,1,1,1,1,hldeliverylist
731,4413626,0666,1,1,0,0,1,1,1,1,hldeliverylist
732,4413627,0666,1,1,0,0,1,1,1,1,hldeliverylist
733,4418001,0666,1,1,1,0,1,1,1,1,hldeliverylist
734,4418002,0666,1,1,1,0,1,1,1,1,hldeliverylist
735,4418003,0666,1,1,1,0,1,1,1,1,hldeliverylist
736,4418004,0666,1,1,1,0,1,1,1,1,hldeliverylist
737,4418005,0666,1,1,1,0,1,1,1,1,hldeliverylist
738,4418006,0666,1,1,1,0,1,1,1,1,hldeliverylist
739,4418007,0666,1,1,1,0,1,1,1,1,hldeliverylist
740,4418008,0666,1,1,1,0,1,1,1,1,hldeliverylist
741,4418011,0666,1,1,1,0,1,1,1,1,hldeliverylist
742,4418012,0666,1,1,1,0,1,1,1,1,hldeliverylist
743,4418013,0666,1,1,1,0,1,1,1,1,hldeliverylist
744,4418014,0666,1,1,1,0,1,1,1,1,hldeliverylist
745,4418015,0666,1,1,1,0,1,1,1,1,hldeliverylist
746,4418016,0666,1,1,1,0,1,1,1,1,hldeliverylist
747,4418017,0666,1,1,1,0,1,1,1,1,hldeliverylist
748,4418018,0666,1,1,1,0,1,1,1,1,hldeliverylist
749,4418019,0666,1,1,1,0,1,1,1,1,hldeliverylist
750,4418021,0666,1,1,1,0,1,1,1,1,hldeliverylist
751,4418022,0666,1,1,1,0,1,1,1,1,hldeliverylist
752,4418023,0666,1,1,1,0,1,1,1,1,hldeliverylist
753,4418024,0666,1,1,1,0,1,1,1,1,hldeliverylist
754,4418024,0666,1,1,1,0,1,1,1,1,hldeliverylist
755,4418024,0666,1,1,1,0,1,1,1,1,hldeliverylist
756,4418025,0666,1,1,1,0,1,1,1,1,hldeliverylist
757,4418026,0666,1,1,1,0,1,1,1,1,hldeliverylist
758,4418027,0666,1,1,1,0,1,1,1,1,hldeliverylist
759,4418028,0666,1,1,1,0,1,1,1,1,hldeliverylist
760,4418029,0666,1,1,1,0,1,1,1,1,hldeliverylist
761,4418031,0666,1,1,1,0,1,1,1,1,hldeliverylist
762,4418032,0666,1,1,1,0,1,1,1,1,hldeliverylist
763,4418033,0666,1,1,1,0,1,1,1,1,hldeliverylist
764,4418034,0666,1,1,1,0,1,1,1,1,hldeliverylist
765,4418035,0666,1,1,1,0,1,1,1,1,hldeliverylist
766,4418036,0666,1,1,1,0,1,1,1,1,hldeliverylist
767,4418037,0666,1,1,1,0,1,1,1,1,hldeliverylist
768,4418038,0666,1,1,1,0,1,1,1,1,hldeliverylist
769,4418039,0666,1,1,1,0,1,1,1,1,hldeliverylist
770,4418041,0666,1,1,1,0,1,1,1,1,hldeliverylist
771,4418042,0666,1,1,1,0,1,1,1,1,hldeliverylist
772,4418043,0666,1,1,1,0,1,1,1,1,hldeliverylist
773,4418044,0666,1,1,1,0,1,1,1,1,hldeliverylist
774,4418045,0666,1,1,1,0,1,1,1,1,hldeliverylist
775,4418046,0666,1,1,1,0,1,1,1,1,hldeliverylist
776,4418047,0666,1,1,1,0,1,1,1,1,hldeliverylist
777,4418048,0666,1,1,1,0,1,1,1,1,hldeliverylist
778,4418051,0666,1,1,1,0,1,1,1,1,hldeliverylist
779,4418052,0666,1,1,1,0,1,1,1,1,hldeliverylist
780,4418053,0666,1,1,1,0,1,1,1,1,hldeliverylist
781,4418054,0666,1,1,1,0,1,1,1,1,hldeliverylist
782,4418055,0666,1,1,1,0,1,1,1,1,hldeliverylist
783,4418056,0666,1,1,1,0,1,1,1,1,hldeliverylist
784,4418057,0666,1,1,1,0,1,1,1,1,hldeliverylist
785,4418058,0666,1,1,1,0,1,1,1,1,hldeliverylist
786,4418059,0666,1,1,1,0,1,1,1,1,hldeliverylist
787,4418061,0666,1,1,1,0,1,1,1,1,hldeliverylist
788,4418062,0666,1,1,1,0,1,1,1,1,hldeliverylist
789,4418063,0666,1,1,1,0,1,1,1,1,hldeliverylist
790,4418064,0666,1,1,1,0,1,1,1,1,hldeliverylist
791,4418065,0666,1,1,1,0,1,1,1,1,hldeliverylist
792,4418066,0666,1,1,1,0,1,1,1,1,hldeliverylist
793,4418067,0666,1,1,1,0,1,1,1,1,hldeliverylist
794,4418068,0666,1,1,1,0,1,1,1,1,hldeliverylist
795,4418069,0666,1,1,1,0,1,1,1,1,hldeliverylist
796,4418071,0666,1,1,1,0,1,1,1,1,hldeliverylist
797,4418072,0666,1,1,1,0,1,1,1,1,hldeliverylist
798,4418073,0666,1,1,1,0,1,1,1,1,hldeliverylist
799,4418074,0666,1,1,1,0,1,1,1,1,hldeliverylist
800,4418075,0666,1,1,1,0,1,1,1,1,hldeliverylist
801,4418076,0666,1,1,1,0,1,1,1,1,hldeliverylist
802,4418077,0666,1,1,1,0,1,1,1,1,hldeliverylist
803,4418081,0666,1,1,1,0,1,1,1,1,hldeliverylist
804,4418082,0666,1,1,1,0,1,1,1,1,hldeliverylist
805,4418083,0666,1,1,1,0,1,1,1,1,hldeliverylist
806,4418084,0666,1,1,1,0,1,1,1,1,hldeliverylist
807,4418085,0666,1,1,1,0,1,1,1,1,hldeliverylist
808,4418086,0666,1,1,1,0,1,1,1,1,hldeliverylist
809,4418087,0666,1,1,1,0,1,1,1,1,hldeliverylist
810,4418088,0666,1,1,1,0,1,1,1,1,hldeliverylist
811,4418089,0666,1,1,1,0,1,1,1,1,hldeliverylist
812,4418090,0666,1,1,1,0,1,1,1,1,hldeliverylist
813,4418091,0666,1,1,1,0,1,1,1,1,hldeliverylist
814,4418092,0666,1,1,1,0,1,1,1,1,hldeliverylist
815,4418093,0666,1,1,1,0,1,1,1,1,hldeliverylist
816,4418101,0666,1,1,1,0,1,1,1,1,hldeliverylist
817,4418102,0666,1,1,1,0,1,1,1,1,hldeliverylist
818,4418103,0666,1,1,1,0,1,1,1,1,hldeliverylist
819,4418104,0666,1,1,1,0,1,1,1,1,hldeliverylist
820,4418105,0666,1,1,1,0,1,1,1,1,hldeliverylist
821,4418106,0666,1,1,1,0,1,1,1,1,hldeliverylist
822,4418107,0666,1,1,1,0,1,1,1,1,hldeliverylist
823,4418108,0666,1,1,1,0,1,1,1,1,hldeliverylist
824,4418109,0666,1,1,1,0,1,1,1,1,hldeliverylist
825,4418111,0666,1,1,1,0,1,1,1,1,hldeliverylist
826,4418112,0666,1,1,1,0,1,1,1,1,hldeliverylist
827,4418113,0666,1,1,1,0,1,1,1,1,hldeliverylist
828,4418114,0666,1,1,1,0,1,1,1,1,hldeliverylist
829,4418115,0666,1,1,1,0,1,1,1,1,hldeliverylist
830,4418116,0666,1,1,1,0,1,1,1,1,hldeliverylist
831,4418117,0666,1,1,1,0,1,1,1,1,hldeliverylist
832,4418121,0666,1,1,1,0,1,1,1,1,hldeliverylist
833,4418122,0666,1,1,1,0,1,1,1,1,hldeliverylist
834,4418123,0666,1,1,1,0,1,1,1,1,hldeliverylist
835,4418124,0666,1,1,1,0,1,1,1,1,hldeliverylist
836,4418125,0666,1,1,1,0,1,1,1,1,hldeliverylist
837,4418131,0666,1,1,1,0,1,1,1,1,hldeliverylist
838,4418132,0666,1,1,1,0,1,1,1,1,hldeliverylist
839,4418133,0666,1,1,1,0,1,1,1,1,hldeliverylist
840,4418134,0666,1,1,1,0,1,1,1,1,hldeliverylist
841,4418135,0666,1,1,1,0,1,1,1,1,hldeliverylist
